,Unnamed: 0,Maximum Phosphorus,Utility1,Utility2,Reliability,n_reliability,C1,R1,W1,C2,R2,W2
504,504,2.5038660441028333,0.9611382714925142,1.6952090307080994,0.03,0.052042826646314815,"[1.540527898186093, 0.8208222267147267, -1.1321359439900285]","[1.6491660909060555, 0.0, 0.0]","[1.0, 0.8942422341561007, 0.987252630443154]","[-0.18577553000972502, -1.2043670648087899, -0.37059321053740074]","[1.4284041614989158, 0.0, 0.5076256135451038]","[0.9758749952506065, 0.9107104047250291, 0.1305136953676711]"
505,505,2.597651510148797,1.1477171545610636,1.112467455506141,0.2355,0.4085361891735713,"[0.2402361127102004, 0.22686301010829402, -1.8994037672531987]","[0.19255064879837303, 1.2060148147618148, 0.0]","[0.5685927041261346, 0.0, 0.5360509455277979]","[-0.5277296762629393, 0.3311631049769814, 0.5984275531404032]","[2.0, 1.992726986477075, 1.7897965933779276]","[0.6825660912613885, 0.7828217953278434, 0.7012403889165449]"
506,506,1.6625252522522842,1.0402896291110586,0.9045766427370184,0.4638,0.804582099952027,"[-0.4584916272818598, 0.94956305588156, 0.28509046614779976]","[1.3533706401529113, 0.9316083849285448, 0.14604232215605206]","[0.02640660004966367, 0.0052803199902366205, 0.5308063137031273]","[0.41465489698416247, 1.171338520757994, -0.5747688928246042]","[0.7288030926317735, 0.0, 1.9515685635504385]","[1.0, 0.28616634473298863, 0.03279485862165754]"
507,507,0.1991016319324914,0.3254114000410137,0.1734760888210492,1.0,1.734760888210494,"[0.2546844972066884, 0.45209513377763866, 0.31341603840728516]","[1.6957922162502692, 0.1224524308104788, 0.3735382037048869]","[0.6643417747638887, 0.0, 0.7655949858677008]","[0.7780905166943377, 0.26914508801847115, 0.16534494480534923]","[1.6754170212167625, 0.0, 1.0715070321097333]","[0.02429980000555443, 1.0, 0.33653387370893173]"
508,508,2.3167042271868636,0.4525964662745564,1.570966803007947,0.05,0.0867380444105247,"[1.981989012817572, 0.3750678717856091, -2.0]","[2.0, 0.4892159646387948, 0.0]","[0.26935534366571495, 0.0, 0.0]","[-0.0014353777095404566, 0.16820684619740578, -0.41457015212505194]","[1.3090912892948352, 0.856210673928538, 1.997352628193306]","[1.0, 0.6609186446710128, 0.689539668338843]"
509,509,2.597651510154379,1.3940734698813295,1.4432998187211294,0.1205,0.2090386870293645,"[0.07792942670445503, -0.2072611439639857, 0.21668978811549436]","[1.4001276840452184, 1.3341966809605743, 0.37531389624923883]","[0.543268390122768, 0.9575284168974867, 0.8000827467888758]","[0.31719348610882075, 0.4374381699854689, -0.3538378966208256]","[1.8674880092599901, 1.6699814224249494, 1.404886206940334]","[0.5446211371319647, 0.276115689921844, 0.9673909093999289]"
510,510,2.5976515101544058,1.4755117356710088,1.502043233748389,0.1,0.1734760888210494,"[0.07792942670445503, -0.2072611439639857, 0.22219085734840255]","[0.8138076334510029, 1.5627415011425623, 0.24019159140727342]","[0.39342203656514263, 0.9575284168974867, 0.5994970784232602]","[0.30559287235057087, 0.4374381699854689, -0.3538378966208256]","[0.8780646548386419, 1.189344486887949, 1.4188168632437794]","[0.45168347681363374, 0.28167494397326803, 0.7472860491670578]"
511,511,2.378269610002147,0.6218762359499426,1.6731158268005797,0.03,0.052042826646314815,"[0.3585706979952228, 0.7827698419688711, 2.0]","[0.2102397045668162, 0.0, 1.0737516363817694]","[0.0, 0.407102155491771, 0.8106691551783578]","[0.7418459299913245, 0.5370860187120421, -0.2891176159853814]","[1.9526022475618086, 1.1120242105814826, 1.2152572444958523]","[0.0855058773836107, 0.0, 0.751279275020764]"
512,512,2.3821198213345953,1.5932608958376204,0.3843211706616797,0.0891,0.154567195139555,"[0.36511143179778227, 0.5938668900301405, 0.06336578352089059]","[0.07113477515489008, 1.1685836464989625, 1.04864355155773]","[0.2567810475859126, 0.5808240936391047, 0.4338480101576605]","[1.1293264205253668, -0.9083234161665215, -0.13286105842200968]","[1.9647609754558992, 0.0, 1.4334094885565356]","[0.10143342294618307, 0.7676893962653867, 0.0]"
513,513,2.5976515101543467,1.4120381669928506,1.3514981647496205,0.1323,0.22950886551024835,"[0.20993091482049772, 1.2495966579928877, 0.5858593044376352]","[0.7170635261622793, 1.9801037852525272, 1.436123205831762]","[0.7497882666855439, 0.27134718268308144, 0.3454769394632492]","[0.037033706723811344, -2.0, 0.7246677563021823]","[0.7574719991514962, 0.0, 1.6611160347464566]","[0.8603055128942735, 0.6326743389764645, 0.0]"
514,514,2.597651510152905,1.130293611401812,1.2385321236121751,0.208,0.36083026474778274,"[-0.3455165690346118, -1.5808514847016353, 0.13028287613928557]","[1.2230332482418125, 0.9005574903201465, 0.9206623688349005]","[0.04151091493945447, 0.0, 0.5998801625717319]","[0.7481305145445163, -0.2088828152761084, -1.9957610974920936]","[1.9818016376929786, 1.2743790722454709, 1.0250834371185555]","[0.31415749001496107, 0.19849837031448958, 0.0]"
515,515,2.3983802828184326,0.6773798197425289,1.7133137930944613,0.03,0.052042826646314815,"[1.540527898186093, 2.0, 0.5626136210067565]","[1.420872368334686, 1.3342316328286916, 0.0]","[0.2314953305516253, 0.841748701288647, 1.0]","[-0.3255233263753903, 1.2742555648058436, -0.37059321053740074]","[1.7522826516042929, 0.0, 0.5717187945231172]","[1.0, 0.02375331633142419, 0.18175546248835617]"
516,516,2.597651510149519,1.2281636366862123,1.0239759922395493,0.2321,0.40263800215365564,"[-0.028736605158428123, 0.2945754376837426, 0.8856100424944698]","[1.7271156485330006, 0.16737144823157224, 1.812968181791395]","[0.695967164063304, 0.4192644442605763, 1.0]","[0.03229146372354719, -0.6184810914403953, -0.7905182026476099]","[0.90955589577201, 0.0, 0.0]","[0.15353100144810783, 0.7009452450940833, 0.13770019360925845]"
517,517,2.316704227185331,1.377865033027648,0.291470808596747,0.1255,0.217712491470417,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.0763209848551993, 1.0187924442198575, 0.8485028104063883]","[0.6420297208189919, 0.6614629805065964, 0.6928604565180017]","[1.4693232776629848, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.0, 1.0080228104483584]","[0.04422732639101323, 0.9367384282282338, 0.0040400925689857425]"
518,518,2.4030709917100435,1.4812716556996497,0.600647803800986,0.08,0.1387808710568395,"[-0.3455165690346118, 0.005938913470735611, 0.124989102873066]","[0.23269633906884657, 0.0, 0.8297201778423768]","[0.0, 0.0, 0.34656212175598977]","[1.4060259233600632, 1.4090648145528444, -2.0]","[2.0, 0.0, 1.9219107336990369]","[0.34634252220523576, 0.8182665026015429, 0.0]"
519,519,2.5976515101327657,1.1528170840562282,0.9225565494970568,0.2635,0.4571094940434652,"[-0.1305250051954609, 0.6581762550222774, 0.3271364019454279]","[1.262207633420634, 1.3693731056878196, 0.3371617009608834]","[0.3384029296060519, 0.4824427401454001, 0.31071496421061573]","[0.7993085334509348, 0.3055181788603776, -0.8458684822451276]","[1.077301358022599, 1.6635421198046787, 0.7165171536277573]","[0.0, 0.9124293636216171, 0.0]"
520,520,2.597651510154398,1.473135388265769,1.4536849881874725,0.1092,0.18943588899258595,"[1.850605408951133, 1.8574909827952428, -0.21031566686696457]","[1.7622414327368425, 0.0, 1.2375364568418021]","[0.0, 0.196152295582515, 1.0]","[0.07092253308622995, 0.2373704848175316, 0.10996005897710859]","[0.6471843854938284, 0.19213010288972066, 0.0]","[0.6230194751444317, 0.23158836278181633, 0.3058581956918565]"
521,521,2.3167042271867806,0.3420641305002304,1.5423130560020837,0.06,0.10408565329262963,"[1.6391539058347733, 1.643328926485737, -1.1321359439900285]","[1.747171568337686, 0.0, 0.0]","[0.3181580284863227, 0.841748701288647, 1.0]","[-0.3255233263753903, 0.5468735218250096, -0.37059321053740074]","[1.7522826516042929, 0.0, 2.0]","[0.9998204175140906, 0.922154497990033, 0.335080704223218]"
522,522,2.5976515101541424,1.230958293517295,1.3457065651626166,0.1677,0.2909194009528998,"[0.24124992809500378, 2.0, -1.8713315174846206]","[0.4906147840211814, 1.2060148147618148, 0.0]","[0.8676178438878228, 0.0, 0.9959279167378775]","[-0.5277296762629393, -1.1731654330026862, -0.2614269416184645]","[1.8542755142976346, 0.0, 1.7323228542898768]","[0.6825660912613885, 0.284471820072841, 0.9085821686936854]"
523,523,2.4145383403897576,0.7874658793105838,1.58810917131843,0.04,0.06939043552841975,"[-0.7245631868731494, 1.2215306418829806, 2.0]","[1.5668421954204381, 1.5949369387463224, 1.8871679811198427]","[0.0, 0.05910572696750524, 0.747871471380546]","[0.2730815301106546, 0.8478524269554951, -0.193012879108366]","[1.9943131272769201, 0.0, 1.0751009425892404]","[0.9622405951455936, 1.0, 0.8000845148195029]"
524,524,2.597651510154421,1.6389203140480288,1.632242941885577,0.0502,0.08708499658816679,"[0.272696515698031, -0.18238655221774502, -0.08404720917493336]","[0.26010390099992464, 1.9739679669659327, 0.8854813081047965]","[0.3141786738102736, 0.008388237208235921, 0.6482019451703502]","[-0.549853367482837, 0.17057014315328045, 0.4402497397704326]","[1.8812276153878071, 0.27090148168909073, 1.3768179151465092]","[0.000610275401369452, 0.2435776026786608, 0.0009582445979215131]"
525,525,0.2164301129047461,0.3244679167663378,0.1930716023422697,1.0,1.734760888210494,"[0.35027122711851755, 0.7432140586871001, -2.0]","[0.6573119381381232, 1.5605035220659087, 1.2365707346578418]","[1.0, 0.33407741352712217, 0.0]","[0.5735368625412537, -0.3885586310607255, -0.36208704029177174]","[1.2200600274152136, 0.0, 1.2310381653155333]","[0.5118858208727778, 0.762077353765164, 0.0]"
526,526,2.5976515101543916,1.4401278353647953,1.4513047588354306,0.1116,0.19359931512429113,"[0.0661407028357055, 0.9045724607288921, -1.7169631662946974]","[0.5211155944891003, 1.9801037852525272, 0.0]","[1.0, 0.46446626644923056, 0.043262594008496746]","[0.16589277875726705, -2.0, 0.3789634263148237]","[0.06148967496499469, 0.0, 1.2878952414438862]","[0.05110285039138296, 0.4687674050167342, 0.7565467796945647]"
527,527,2.3982238820819166,0.6851217282192995,1.695644933654405,0.03,0.052042826646314815,"[1.540527898186093, 2.0, 0.5626136210067565]","[1.420872368334686, 1.3342316328286916, 0.0]","[0.2314953305516253, 0.8471927846206186, 1.0]","[-0.3255233263753903, 1.2742555648058436, -0.37059321053740074]","[1.9793021050829946, 1.9970857678711158, 0.718544795240279]","[1.0, 0.02375331633142419, 0.18175546248835617]"
528,528,2.597651510153794,1.1802348898861548,1.304849464670936,0.1856,0.32197162085186765,"[0.1162588470852084, -0.07082755399462187, 0.05935483148441367]","[1.0763209848551993, 1.1661890301651818, 1.4040863969612831]","[0.4306505314083221, 0.48467684075425954, 0.616434268503791]","[1.4693232776629848, 0.21668383744221975, 1.8946690047894355]","[1.769390826423377, 0.7239992555079526, 1.8517532006943243]","[0.04422732639101323, 0.9191246037903888, 0.017309336029619947]"
529,529,2.597651510154362,1.3157339942526454,1.4827461766711898,0.13,0.22551891546736422,"[0.15347814584607056, 0.3082858582131056, 0.12462865930637854]","[0.7048313966070983, 1.3990348517979325, 0.6742630612498637]","[0.4566810458432957, 0.6011435663725602, 0.4110626251392999]","[0.06319241526663166, -0.21565464820175828, 0.3886328851176162]","[0.5321483875772699, 1.4794312994934837, 0.45494884982190564]","[0.834051227116413, 0.9935200551010023, 0.35257069526643414]"
530,530,2.59765151015442,1.5881845969731234,1.6108865317584764,0.0603,0.10460608155909278,"[1.850605408951133, 0.7840847437871608, -0.21031566686696457]","[1.7622414327368425, 0.0, 1.2375364568418021]","[0.0, 0.196152295582515, 0.9974482578947469]","[0.07092253308622995, 0.2373704848175316, -0.3256391025615435]","[1.1089822254965997, 0.19213010288972066, 0.0]","[0.021345751025125148, 0.7370617640683402, 0.4370016946871411]"
531,531,2.5976515101544173,1.5862417152609916,1.5247535188662509,0.08,0.1387808710568395,"[0.12384896908468086, 0.3318411593361117, 0.05935483148441367]","[1.615972678610342, 0.44316210665165, 0.3973355254260522]","[0.6509589631866829, 0.6130528488566107, 0.7063511256395362]","[0.18349474713344716, -0.3298857193105844, -0.5922950495475177]","[1.4407069093693678, 1.627251236043909, 1.5255468964378374]","[0.4196108492121966, 0.9376922647094202, 0.04723084935957078]"
532,532,0.2290210465825309,0.2938858925522318,0.2333283113784994,1.0,1.734760888210494,"[0.5408235203590248, 0.8187232702371744, 0.607613406404452]","[1.9144733070335405, 0.21849103380159351, 1.5227792421769464]","[0.0, 0.0, 0.2847975736417049]","[0.41465489698416247, -1.1353100081188998, 0.1003232590265104]","[0.7423558253857008, 0.0, 0.7833174320079557]","[1.0, 0.06635952759451824, 0.6213357961898309]"
533,533,2.4207278889016632,1.7207353408034407,0.6701613657397978,0.03,0.052042826646314815,"[-0.6619616800601018, 1.1827114142380608, 0.124989102873066]","[1.060100225989983, 0.36895032561329466, 0.46408478494721317]","[0.22999308029500865, 0.0, 0.9044618460863663]","[1.5288841036932928, 1.3931410232009314, -2.0]","[2.0, 0.0, 1.9103680699925607]","[0.34634252220523576, 0.3773626403082958, 0.0]"
534,534,2.345274998876898,0.5255370311398525,1.6714990690372724,0.03,0.052042826646314815,"[0.9884391410446622, -0.07283979834401545, 2.0]","[0.2102397045668162, 0.0, 1.0737516363817694]","[0.0, 0.7671671008293216, 1.0]","[0.37894290825367355, 2.0, -0.5768484374684051]","[1.420771223558088, 1.1120242105814826, 2.0]","[0.024873899937979026, 0.0, 0.43963418557610223]"
535,535,2.3167042271868548,0.2569600178666849,1.7080054163174396,0.04,0.06939043552841975,"[1.6402931572535686, -0.2370292709431261, -1.1321359439900285]","[1.7493124972946914, 0.0, 0.0]","[0.20824836402254743, 0.841748701288647, 0.998162199589154]","[-0.17009379221907972, 0.5696507747779419, -0.37059321053740074]","[0.4240982493704095, 0.0, 2.0]","[0.4332151779329198, 0.14018620562937123, 0.335080704223218]"
536,536,2.5976501333693527,0.5813536015938933,0.6353371363208753,0.5326,0.923933649060909,"[-0.018150609635733755, 0.33109155733527396, 0.22219085734840255]","[0.2964038821534668, 1.3542363044609933, 0.5014904332762731]","[0.01793735443423522, 0.607573458747186, 0.5553097391695376]","[0.30559287235057087, 0.44120127318214697, -0.3538378966208256]","[1.9651741225458577, 1.6699814224249494, 1.4553861323632844]","[0.5240258736827665, 0.7917021109513804, 0.5564385541884815]"
537,537,2.5976515100925823,1.0137848426663518,0.958707608652368,0.2984,0.5176526490420114,"[-0.22356239316081067, 1.630063821545633, -1.7282559808304465]","[0.7865658762131056, 0.0, 0.0]","[0.22849801795688246, 0.4117150949515965, 0.9553326969653826]","[-0.41485709530188186, 0.19905141030104015, -0.7187126384165623]","[1.7601252801747713, 0.4144388346489903, 0.0]","[0.005282980384887392, 0.9212914569382253, 0.3673870804060384]"
538,538,2.597651510154328,1.4809463846606137,1.2394187389483269,0.1316,0.228294532888501,"[0.12230635199341056, 0.2314972317948465, -0.18389352428436723]","[0.17935969614705505, 0.2895861491213576, 1.0551648302106016]","[0.021720688316267778, 0.8325952386399184, 0.968853333316983]","[-1.0558944214618609, 0.2250119183845938, -0.30908067959609786]","[1.9958680214972364, 1.5511019196684914, 0.08909078123278702]","[0.0, 0.23599921712068248, 0.0]"
539,539,2.3704296671133225,1.7259367895908315,0.4220561600380613,0.04,0.06939043552841975,"[1.550014091837101, 0.2822645149385603, -0.5343690004436379]","[1.3500609455206498, 0.0, 1.2726289399588104]","[0.002477382385765753, 0.02420613824749651, 0.42720806448788434]","[1.3939202365155365, -1.6940297028792455, -2.0]","[1.9891219320959976, 0.0, 1.475161741867804]","[0.17295406524344614, 0.5961905381118364, 0.0]"
540,540,2.5976515101543596,1.452909132169492,1.3547505009391252,0.1292,0.22413110675679582,"[0.17181142066641106, 0.2284424516549201, -0.27510299981398534]","[1.1547226036382963, 0.15449967962305644, 1.259002457958014]","[0.3658962338586814, 0.26674624124851387, 0.3028241341138349]","[-1.835285994147951, -0.4521725945363011, 0.24643315203837357]","[0.47349872925573955, 0.0, 0.3967400878511349]","[0.0, 0.0914891239412906, 0.3238229073680996]"
541,541,2.3798730827575234,1.630848570972497,0.630291018894217,0.04,0.06939043552841975,"[0.050441050224845796, -0.7378457947249883, -0.3551186615314999]","[0.7942428808057802, 2.0, 1.431125866660829]","[0.9358090941312337, 0.0, 0.6443807635964779]","[-0.8049058441454271, -0.15016130871437916, 1.8910963742001534]","[0.01928585524203985, 0.04300554119155574, 1.5804708749988472]","[0.0, 0.0, 0.026625968426205016]"
542,542,2.597651510152475,1.1944865979123005,1.1616240734784256,0.2135,0.37037144963294044,"[-0.22356239316081067, 0.27609303508842675, 1.1569693317079999]","[0.7865658762131056, 0.0, 0.0]","[0.3544425679041124, 0.9969126013918956, 0.9553326969653826]","[0.34635048083144393, 0.19905141030104015, 0.18160844082767125]","[1.7601252801747713, 0.2790168282782801, 0.5839020556226429]","[0.07865405574171219, 0.47443886421838977, 0.3673870804060384]"
543,543,2.5976515101543836,1.393600071499142,1.4647121121960296,0.1198,0.20782435440761718,"[0.07792942670445503, -0.2072611439639857, 0.21668978811549436]","[1.4001276840452184, 1.3341966809605743, 0.37531389624923883]","[0.7805846007436791, 0.13079414219176633, 0.8522986661505394]","[0.31719348610882075, 0.4374381699854689, -0.3538378966208256]","[1.8674880092599901, 1.3492928964479167, 1.404886206940334]","[0.5446211371319647, 0.276115689921844, 0.9673909093999289]"
544,544,2.3683970584386196,1.734760888210494,0.463621142274595,0.0232,0.040246452606483456,"[-1.2200192694810825, 1.0838068768769218, -0.965327281270453]","[0.9180927019953667, 0.42786037622924766, 1.0074740444486978]","[0.2551676986795355, 0.0, 0.9740083577487391]","[1.5288841036932928, -1.662413643447545, 0.01799054426388791]","[2.0, 0.0, 1.9219107336990369]","[0.5412841553777563, 1.0, 0.0]"
545,545,2.3262127564362376,0.4525132916812369,1.6516934283456886,0.0314,0.0544714918898095,"[-2.0, 0.6152492676950119, 1.9367269839337955]","[2.0, 0.0, 1.4714257079493311]","[0.0, 0.22537399163210858, 0.5190769507726981]","[-0.26483357511499284, 0.8163441004972459, 0.007729916401583036]","[1.5522720478102232, 1.4712829870039932, 0.9184642364123833]","[0.46807231939720007, 0.5170010376438038, 0.7071145957223984]"
